variable_code,variable_question
F169,"Today as in the past, Muslim scholars and jurists sometimes disagree about the proper interpretation of Islam in response to present-day issues. For each of the statements listed below, would you please indicate whether you agree strongly, agree, disagree, or disagree strongly with the interpretation of Islam that is presented?  Nationalism is incompatible with Islam because Islam requires that Muslims be united in a single political community (the ummah) rather than be citizens of different states and loyal to different governments."
F170,"Today as in the past, Muslim scholars and jurists sometimes disagree about the proper interpretation of Islam in response to present-day issues. For each of the statements listed below, would you please indicate whether you agree strongly, agree, disagree, or disagree strongly with the interpretation of Islam that is presented?  If a Palestinian state is established and makes peace with Israel, Islam would not oppose the the existence of Israel"
F171,"Today as in the past, Muslim scholars and jurists sometimes disagree about the proper interpretation of Islam in response to present-day issues. For each of the statements listed below, would you please indicate whether you agree strongly, agree, disagree, or disagree strongly with the interpretation of Islam that is presented?  If a country pursues policies that are harmful to Muslims, Islam permits the killing of civilians (including women and children) in that country"
F172,"Today as in the past, Muslim scholars and jurists sometimes disagree about the proper interpretation of Islam in response to present-day issues. For each of the statements listed below, would you please indicate whether you agree strongly, agree, disagree, or disagree strongly with the interpretation of Islam that is presented?  A country that is truly Islamic should not have a parliament with the right to pass laws (or do anything more than advice the rulers)"
F173,"Today as in the past, Muslim scholars and jurists sometimes disagree about the proper interpretation of Islam in response to present-day issues. For each of the statements listed below, would you please indicate whether you agree strongly, agree, disagree, or disagree strongly with the interpretation of Islam that is presented?  Islam requires that in a Muslim country the political rights of non-Muslims should be inferior to those of Muslims"
F174,"Today as in the past, Muslim scholars and jurists sometimes disagree about the proper interpretation of Islam in response to present-day issues. For each of the statements listed below, would you please indicate whether you agree strongly, agree, disagree, or disagree strongly with the interpretation of Islam that is presented?  Islam requires that a country with a majority of Muslims be governed by men of Islamic learning"
F175,Do you agree or disagree that religions limit democratic processes?
F176,Do you agree or disagree with the following sentence?
F177,Do you agree or disagree with the following sentence?
F178,Do you agree or disagree with the following sentence?
F179,Exposure to the culture of the U.S. and other Western countries harmful effect on our country.
F186,Do you agree or disagree with each of the following statements about terrorism:
F187,Do you agree or disagree with each of the following statements about terrorism:
F188,Which is more important as a basis for marriage:  parents´ approval or love
F189,"When you were growing up, did your father or mother have more influence in the affairs of the house"
F190,How frequently do you perform the five prescribed prayers
F191,How frequently do you perform the five prescribed prayers?
F192,"If you feel sad and want to talk to someone, to whom do you usually turn to"
F193,Civil marriage is very important because it helps maintain the family
F194,How important: daily prayer
F195,How important: building a prosperous society
F196,How important: forming a happy secure family
F197,How important: building a successful professional future
F198,"Some people believe that individuals can decide their own destiny, while others think that it is impossible to escape a predetermined fate. Please tell me which comes closest to your view on this scale on which 1 means “everything in life is determined by fate,” and 10 means that “people shape their fate themselves.”"
F199,"Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card.   For a man to beat his wife"
F200,With which one of the following statements do you agree most? The meaning of religion is…
F201,And with which of the following statements do you agree most? The meaning of religion is…
F202,"Please tell us if you strongly agree, agree, disagree, or strongly disagree with the following statements:  Whenever science and religion conflict, religion is always right"
F203,"Please tell us if you strongly agree, agree, disagree, or strongly disagree with the following statements:  The only acceptable religion  is my religion"
F204,"Please tell us if you strongly agree, agree, disagree, or strongly disagree with the following statements:"
F205,"Please tell us if you strongly agree, agree, disagree, or strongly disagree with the following statements:"
F206,How much do you agree or disagree with the statement that nowadays one often has trouble deciding which moral rules are the right ones to follow?
G001,To which of these geographical groups would you say you belong first of all?. And the next? And which do you belong to least of all?
G001CS,#N/A
G002,To which of these geographical groups would you say you belong first of all?. And the next? And which do you belong to least of all?
G002CS,#N/A
G003CS,To which of these geographical groups would you say you belong first of all?. And the next? And which do you belong to least of all?
G005,Are you a citizen of [Country]?
G006,How proud are you to be of nationality of this country?
G007_01,"Using the responses on this card, could you tell me how much you trust [Nationality] people in general?"
G007_02,"I now want to ask you how much you trust various groups of people: Using the responses on this card, could you tell me how much you trust... Read out each and code an answer for each"
G007_03,"I now want to ask you how much you trust various groups of people: Using the responses on this card, could you tell me how much you trust... Read out each and code an answer for each"
G007_04,"I now want to ask you how much you trust various groups of people: Using the responses on this card, could you tell me how much you trust... Read out each and code an answer for each"
G007_05,"I now want to ask you how much you trust various groups of people: Using the responses on this card, could you tell me how much you trust... Read out each and code an answer for each"
G007_06,"I now want to ask you how much you trust various groups of people: Using the responses on this card, could you tell me how much you trust... Read out each and code an answer for each"
G007_07,"I now want to ask you how much you trust various groups of people: Using the responses on this card, could you tell me how much you trust... Read out each and code an answer for each"
G007_08,"I now want to ask you how much you trust various groups of people: Using the responses on this card, could you tell me how much you trust... Read out each and code an answer for each"
G007_09,"I now want to ask you how much you trust various groups of people: Using the responses on this card, could you tell me how much you trust... Read out each and code an answer for each"
G007_10,"I now want to ask you how much you trust various groups of people: Using the responses on this card, could you tell me how much you trust... Read out each and code an answer for each"
G007_11,"I now want to ask you how much you trust various groups of people: Using the responses on this card, could you tell me how much you trust... Read out each and code an answer for each"
G007_12,"I now want to ask you how much you trust various groups of people: Using the responses on this card, could you tell me how much you trust... Read out each and code an answer for each"
G007_13,"I now want to ask you how much you trust various groups of people: Using the responses on this card, could you tell me how much you trust... Read out each and code an answer for each"
G007_16,"I now want to ask you how much you trust various groups of people: Using the responses on this card, could you tell me how much you trust... Read out each and code an answer for each"
G007_17,"I now want to ask you how much you trust various groups of people: Using the responses on this card, could you tell me how much you trust... Read out each and code an answer for each"
G007_18,"I now want to ask you how much you trust various groups of people: Using the responses on this card, could you tell me how much you trust... Read out each and code an answer for each"
G007_18_B,"I ‘d like to ask you how much you trust people from various groups. Could you tell me for each whether you trust people from this group completely, somewhat, not very much or not at all?  Your neighborhood"
G007_19,"I now want to ask you how much you trust various groups of people: Using the responses on this card, could you tell me how much you trust... Read out each and code an answer for each"
G007_20,"I now want to ask you how much you trust various groups of people: Using the responses on this card, could you tell me how much you trust... Read out each and code an answer for each"
G007_21,"I now want to ask you how much you trust various groups of people: Using the responses on this card, could you tell me how much you trust... Read out each and code an answer for each"
G007_22,"I now want to ask you how much you trust various groups of people: Using the responses on this card, could you tell me how much you trust... Read out each and code an answer for each"
G007_28,"I now want to ask you how much you trust various groups of people: Using the responses on this card, could you tell me how much you trust... Read out each and code an answer for each"
G007_30,"I now want to ask you how much you trust various groups of people: Using the responses on this card, could you tell me how much you trust... Read out each and code an answer for each"
G007_31,"I now want to ask you how much you trust various groups of people: Using the responses on this card, could you tell me how much you trust... Read out each and code an answer for each"
G007_32,"I now want to ask you how much you trust various groups of people: Using the responses on this card, could you tell me how much you trust... Read out each and code an answer for each"
G007_33_B,"I ‘d like to ask you how much you trust people from various groups. Could you tell me for each whether you trust people from this group completely, somewhat, not very much or not at all?  People you know personally"
G007_34_B,"I ‘d like to ask you how much you trust people from various groups. Could you tell me for each whether you trust people from this group completely, somewhat, not very much or not at all?  People you meet for the first time"
G007_35_B,"I ‘d like to ask you how much you trust people from various groups. Could you tell me for each whether you trust people from this group completely, somewhat, not very much or not at all?  People of another religion"
G007_36_B,"I ‘d like to ask you how much you trust people from various groups. Could you tell me for each whether you trust people from this group completely, somewhat, not very much or not at all?  People of another nationality"
G007_37,"I now want to ask you how much you trust various groups of people: Using the responses on this card, could you tell me how much you trust... Read out each and code an answer for each"
G007_39,"I now want to ask you how much you trust various groups of people: Using the responses on this card, could you tell me how much you trust... Read out each and code an answer for each"
G007_40,"I now want to ask you how much you trust various groups of people: Using the responses on this card, could you tell me how much you trust... Read out each and code an answer for each"
G007_41,"I now want to ask you how much you trust various groups of people: Using the responses on this card, could you tell me how much you trust... Read out each and code an answer for each"
G007_42,"I now want to ask you how much you trust various groups of people: Using the responses on this card, could you tell me how much you trust... Read out each and code an answer for each"
G007_43,"I now want to ask you how much you trust various groups of people: Using the responses on this card, could you tell me how much you trust... Read out each and code an answer for each"
G007_44,"I now want to ask you how much you trust various groups of people: Using the responses on this card, could you tell me how much you trust... Read out each and code an answer for each"
G007_45,"I now want to ask you how much you trust various groups of people: Using the responses on this card, could you tell me how much you trust... Read out each and code an answer for each"
G007_48,"I now want to ask you how much you trust various groups of people: Using the responses on this card, could you tell me how much you trust... Read out each and code an answer for each"
G007_49,"I now want to ask you how much you trust various groups of people: Using the responses on this card, could you tell me how much you trust... Read out each and code an answer for each"
G007_50,"I now want to ask you how much you trust various groups of people: Using the responses on this card, could you tell me how much you trust... Read out each and code an answer for each"
G007_51,"I now want to ask you how much you trust various groups of people: Using the responses on this card, could you tell me how much you trust... Read out each and code an answer for each"
G007_52,"I now want to ask you how much you trust various groups of people: Using the responses on this card, could you tell me how much you trust... Read out each and code an answer for each"
G007_53,"I now want to ask you how much you trust various groups of people: Using the responses on this card, could you tell me how much you trust... Read out each and code an answer for each"
G007_54,"I now want to ask you how much you trust various groups of people: Using the responses on this card, could you tell me how much you trust... Read out each and code an answer for each"
G007_55,"I now want to ask you how much you trust various groups of people: Using the responses on this card, could you tell me how much you trust... Read out each and code an answer for each"
G007_56,"I now want to ask you how much you trust various groups of people: Using the responses on this card, could you tell me how much you trust... Read out each and code an answer for each"
G007_57,"I now want to ask you how much you trust various groups of people: Using the responses on this card, could you tell me how much you trust... Read out each and code an answer for each"
G007_58,"I now want to ask you how much you trust various groups of people: Using the responses on this card, could you tell me how much you trust... Read out each and code an answer for each"
G007_59,"I now want to ask you how much you trust various groups of people: Using the responses on this card, could you tell me how much you trust... Read out each and code an answer for each"
G007_60,"I now want to ask you how much you trust various groups of people: Using the responses on this card, could you tell me how much you trust... Read out each and code an answer for each"
G007_61,"I ‘d like to ask you how much you trust people from various groups. Could you tell me for each whether you trust people from this group completely, somewhat, not very much or not at all? (Read out and code one answer for each):"
G007_62,"I ‘d like to ask you how much you trust people from various groups. Could you tell me for each whether you trust people from this group completely, somewhat, not very much or not at all? (Read out and code one answer for each):"
G007_63,"I ‘d like to ask you how much you trust people from various groups. Could you tell me for each whether you trust people from this group completely, somewhat, not very much or not at all? (Read out and code one answer for each):"
G007_64,"I ‘d like to ask you how much you trust people from various groups. Could you tell me for each whether you trust people from this group completely, somewhat, not very much or not at all? (Read out and code one answer for each):"
G007_65,"I ‘d like to ask you how much you trust people from various groups. Could you tell me for each whether you trust people from this group completely, somewhat, not very much or not at all? (Read out and code one answer for each):"
G007_66,"I ‘d like to ask you how much you trust people from various groups. Could you tell me for each whether you trust people from this group completely, somewhat, not very much or not at all? (Read out and code one answer for each):"
G007_67,"I ‘d like to ask you how much you trust people from various groups. Could you tell me for each whether you trust people from this group completely, somewhat, not very much or not at all? (Read out and code one answer for each):"
G015,Which of the following best describes you? Just call out one of the letters on this card.
G015B,Which of the following best describes you? Just call out one of the letters on this card.
G016,What language do you normally speak at home?
G017,Where you born in [COUNTRY]?
G018,In what year did you come to [COUNTRY]?
G019,"People have different views about themselves and how they relate to the world. Using this card, would you tell me how strongly you agree or disagree with each of the following statements about how you see yourself?"
G020,"People have different views about themselves and how they relate to the world. Using this card, would you tell me how strongly you agree or disagree with each of the following statements about how you see yourself?  Your [county, region, district]"
G021,"People have different views about themselves and how they relate to the world. Using this card, would you tell me how strongly you agree or disagree with each of the following statements about how you see yourself?  [Country]"
G022A,"People have different views about themselves and how they relate to the world. Using this card, would you tell me how strongly you agree or disagree with each of the following statements about how you see yourself?"
G022B,"People have different views about themselves and how they relate to the world. Using this card, would you tell me how strongly you agree or disagree with each of the following statements about how you see yourself?"
G022C,"People have different views about themselves and how they relate to the world. Using this card, would you tell me how strongly you agree or disagree with each of the following statements about how you see yourself?"
G022D,"People have different views about themselves and how they relate to the world. Using this card, would you tell me how strongly you agree or disagree with each of the following statements about how you see yourself?"
G022E,"People have different views about themselves and how they relate to the world. Using this card, would you tell me how strongly you agree or disagree with each of the following statements about how you see yourself?"
G022F,"People have different views about themselves and how they relate to the world. Using this card, would you tell me how strongly you agree or disagree with each of the following statements about how you see yourself?"
G022G,"People have different views about themselves and how they relate to the world. Using this card, would you tell me how strongly you agree or disagree with each of the following statements about how you see yourself? (Read out and code one answer for each statement):"
G022H,"People have different views about themselves and how they relate to the world. Using this card, would you tell me how strongly you agree or disagree with each of the following statements about how you see yourself? (Read out and code one answer for each statement):"
G022I,"People have different views about themselves and how they relate to the world. Using this card, would you tell me how strongly you agree or disagree with each of the following statements about how you see yourself?"
G022J,"People have different views about themselves and how they relate to the world. Using this card, would you tell me how strongly you agree or disagree with each of the following statements about how you see yourself?"
G022K,"People have different views about themselves and how they relate to the world. Using this card, would you tell me how strongly you agree or disagree with each of the following statements about how you see yourself? (Read out and code one answer for each statement):"
G022L,"People have different views about themselves and how they relate to the world. Using this card, would you tell me how strongly you agree or disagree with each of the following statements about how you see yourself?"
G022M,"People have different views about themselves and how they relate to the world. Using this card, would you tell me how strongly you agree or disagree with each of the following statements about how you see yourself?"
G022N,"People have different views about themselves and how they relate to the world. Using this card, would you tell me how strongly you agree or disagree with each of the following statements about how you see yourself?"
G022O,"People have different views about themselves and how they relate to the world. Using this card, would you tell me how strongly you agree or disagree with each of the following statements about how you see yourself?"
G022P,"People have different views about themselves and how they relate to the world. Using this card, would you tell me how strongly you agree or disagree with each of the following statements about how you see yourself?"
G022Q,"People have different views about themselves and how they relate to the world. Using this card, would you tell me how strongly you agree or disagree with each of the following statements about how you see yourself?"
G022R,I see myself as part of the Cooperation Council for the Arab states of Gulf (GCC)
G022S,I see myself as part of  [SAARC]
G023,"People have different views about themselves and how they relate to the world. Using this card, would you tell me how strongly you agree or disagree with each of the following statements about how you see yourself?"
G024,On this card are listed some things people have said make them proud of your country. Do any of these things make you proud of your country?...Is there anything else?...And is there anything else?
G025,On this card are listed some things people have said make them proud of your country. Do any of these things make you proud of your country?...Is there anything else?...And is there anything else?
G026,Is your mother immigrant to this country or not?
G026_01,Mother's Country of origin
G027,Is your father immigrant to this country or not?
G027_01,Father's Country of origin
G027A,Were you born in this country or are you an immigrant?
G027B,Are you a citizen of this country?
G028,"In your opinion, how important should the following be as requirements for somebody seeking citizenship of your country? Specify for each requirement if you consider it as very important, rather important or not important (read out and code one answer for each requirement):"
G029,"In your opinion, how important should the following be as requirements for somebody seeking citizenship of your country? Specify for each requirement if you consider it as very important, rather important or not important (read out and code one answer for each requirement):"
G030,"In your opinion, how important should the following be as requirements for somebody seeking citizenship of your country? Specify for each requirement if you consider it as very important, rather important or not important (read out and code one answer for each requirement):"
G031,"In your opinion, how important should the following be as requirements for somebody seeking citizenship of your country? Specify for each requirement if you consider it as very important, rather important or not important (read out and code one answer for each requirement):"
G032,"Turning to the question of ethnic diversity, with which of the following views do you agree? Please use this scale to indicate your position (code one number):"
G033,Some people say the following things are important for being truly [NATIONALITY]. Others say they are not important. How important do you think each of the following is?
G034,Some people say the following things are important for being truly [NATIONALITY]. Others say they are not important. How important do you think each of the following is?
G035,Some people say the following things are important for being truly [NATIONALITY]. Others say they are not important. How important do you think each of the following is?
G036,Some people say the following things are important for being truly [NATIONALITY]. Others say they are not important. How important do you think each of the following is?
G038,Please look at the following statements and indicate where you would place your views on this scale?
G040,Please look at the following statements and indicate where you would place your views on this scale?
G041,Please look at the following statements and indicate where you would place your views on this scale?
G043,Please look at the following statements and indicate where you would place your views on this scale?
G052,Now we would like to know your opinion about the people from other countries who come to live in [your country] - the immigrants. How would you evaluate the impact of these people on the development of [your country]?
G053,"From your point of view, what have been the effects of immigrants on the development of [your country]?:  Fill useful jobs in the workforce"
G054,"From your point of view, what have been the effects of immigrants on the development of [your country]?:  Strengthen cultural diversity"
G055,"From your point of view, what have been the effects of immigrants on the development of [your country]?:  Increase the crime rate"
G056,"From your point of view, what have been the effects of immigrants on the development of [your country]?:  Give asylum to political refugees"
G057,"From your point of view, what have been the effects of immigrants on the development of [your country]?:  Increase the risks of terrorism"
G058,"From your point of view, what have been the effects of immigrants on the development of [your country]?:  Help poor people establish new lives"
G059,"From your point of view, what have been the effects of immigrants on the development of [your country]?:  Increase unemployment"
G060,"From your point of view, what have been the effects of immigrants on the development of [your country]?:  Lead to social conflict"
G061,How about people from other countries coming here to work.  Which one of the following do you think the government should do?
G062,"People have different views about themselves and how they relate to the world. Using this card, would you tell me how close do you feel to…?:  [Continent; e.g. Europe, Asia etc.]"
G063,"People have different views about themselves and how they relate to the world. Using this card, would you tell me how strongly you agree or disagree with each of the following statements about how you see yourself?  World"
G255,"People have different views about themselves and how they relate to the world. Using this card, would you tell me how close do you feel to…?:  Your [village, town or city]"
H001,Could you tell me how secure do you feel these days in your neighborhood?
H002_01,How frequently do the following things occur in your neighborhood?  Robberies
H002_02,How frequently do the following things occur in your neighborhood?  Alcohol consumed in the streets
H002_03,How frequently do the following things occur in your neighborhood?  Police or military interfere with people’s private life
H002_04,How frequently do the following things occur in your neighborhood?  Racist behavior
H002_05,How frequently do the following things occur in your neighborhood?  Drug sale in streets
H003_01,Which of the following things have you done for reasons of security?  Didn’t carry much money
H003_02,Which of the following things have you done for reasons of security?  Preferred not to go out at night
H003_03,"Which of the following things have you done for reasons of security?  Carried a knife, gun or other weapon"
H004,Have you been the victim of a crime during the past year?  Respondent
H005,And what about your immediate family--has someone in your family been the victim of a crime during the last year?  Family
H006_01,To what degree are you worried about the following situations?  Losing my job or not finding a job
H006_02,To what degree are you worried about the following situations?  Not being able to give one's children a good education
H006_03,To what degree are you worried about the following situations?  A war involving my country
H006_04,To what degree are you worried about the following situations?  A terrorist attack
H006_05,To what degree are you worried about the following situations?  A civil war
H006_06,To what degree are you worried about the following situations?
H007,Do you agree or disagree with the following statement:
H008_01,"In the last 12 months, how often have you or your family:  Gone without enough food to eat"
H011,Do you think that this country’s government should or should not have the right to do the following: Collect information about anyone living in this country without their knowledge
H008_02,"In the last 12 months, how often have you or your family:  Felt unsafe from crime in your own home"
H008_03,"In the last 12 months, how often have you or your family:  Gone without needed medicine or treatment that you needed"
H008_04,"In the last 12 months, how often have you or your family:  Gone without a cash income"
H008_05,How frequently do the following things occur in your neighborhood?:  Street violence and fights
H008_06,How frequently do the following things occur in your neighborhood?:  Sexual harassment
H008_07,"Most people consider both freedom and equality to be important, but if you had to choose between them, which one would you consider more important?"
H008_08,"Most people consider both freedom and security to be important, but if you had to choose between them, which one would you consider more important?"
H008_09,"In the last 12 months, how often have you or your family:  Gone without a safe shelter over your head"
H009,Do you think this country’s government should or should not have the right to do the following: Keep people under video surveillance in public areas
H010,Do you think this country’s government should or should not have the right to do the following: Monitor all emails and any other information exchanged on the Internet
I001,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree”:  One of the bad effects of science is that it breaks down people’s ideas of right and wrong"
I002,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree”:  It is not important for me to know about science in my daily life"
V001A,In which country was your father born?
V002A,In which country was your mother born?
V004AM,What is the highest educational level that your mother has attained?
V004AF,What is the highest educational level that your father has attained?
V004RM,Highest educational level attained - Respondent´s Mother (Recoded)
V004RF,
V097EF,"When you were 14, to which of the following occupational groups did your father belong?"
W001,Was your partner/spouse born in ... [COUNTRY]?
W002A2,What is the highest educational level that your spouse has attained?
W002D,"What is the highest educational level that your spouse has attained?. Please, code the levels of education according to the existing in [your country] classification of education levels."
W002R,
W004,In his/her LAST job was he/she employed (either full time or part time) or was he/she self-employed?
W005_2,"In his or her main job, what kind of work do/did your partner most of the time?"
W006E,To which of the following occupational groups does your spouse belong?
W007,How many employees does/did he or she have?
W008,Does/did he or she have any responsibility for supervising the work of other employees?
W009,How many other employees does/did he or she supervise?
W010,"During the last five years, have you experienced a continuous period of unemployment longer than 3 months?"
W011,"During the last five years, have you been dependent on social security at any time?"
W012,Is your spouse employed?. In his/her LAST job was he/she employed (either full time or part time) or was he/she self-employed?
X001,Sex
X002,"Can you tell me your year of birth, please?"
X002_02A,In which country were you born?
X002_03,Can you tell me in which year you first came to live in [COUNTRY]
X003,
X006_02,Did you live together with your partner before your marriage or before the registration of your partnership?
X007,Are you currently ....
X007_02,Do you live with a partner?
X008,Have you been married before?
X010,Where did you live after married?
X011,"Have you had children? If yes, how many?"
X011A,Have you had any children?
X012,How many of them are still living at home?
X013,"How many people are there in your household, including yourself and children?"
X023,"At what age did you (or will you) complete your full time education, either at school or at an institution of higher education? Please exclude apprenticeships: [IF STUDENT, CODE AGE AT WHICH HE/SHE EXPECTS TO COMPLETE EDUCATION] WRITE IN AGE IN YEARS _________ [TWO DIGITS]"
X023R,At what age do you expect you will have completed your education?
X024B,Was the respondent literate?
X025,highest educational level attained respondent (8 categories)
X025A2,What is the highest educational level that you have attained?
X025CS,What is the highest educational level that you have attained?
X025CSWVS,"What is the highest educational level that you have attained?. Please, code the levels of education according to the existing in [your country] classification of education levels."
X025LIT,Was the respondent literate or illiterate?
X025R,
X026,Do you live with your parents
X028,Are you employed now or not? IF YES: About how many hours a week?
X028_01,In your LAST job were you employed (either full time or part time) or were you selfemployed?
X031,Do/did you have any responsibility for supervising the work of other employees?
X032R,How many other employees do/did you supervise?
X034,How many employees do/did you have?
X036,"In which profession/occupation do you or did you work? If more than one job, the main job? What is/was your job there?"
X036E,To which of the following occupational groups do you belong?
X040,Are you the chief wage earner in your house
X041,Is the chief wage earner employed now or not?
X043,"In which profession/occupation does he/she work? (or did work) If more than one job, the main job? What is/was his/her job there?"
X044,"During the past year, did your family:"
X045,"People sometimes describe themselves as belonging to the working class, the middle class, or the upper or lower class. Would you describe yourself as belonging one of them?"
X045B,
X046,
X047,"On this card is an income scale on which 1 indicates the lowest income group and 10 the highest income group in your country. We would like to know in what group your household is. Please, specify the appropriate number, counting all wages, salaries, pensions and other incomes that come in."
X047CS,
X047R,
X048WVS,
X048ISO,
X049,
X049CS,
X050,
X050B,
X050C,
X051,
X052,"Are you working for the government or public institution, for private business or industry, or for a private non-profit organization?. If you do not work currently, characterize your major work in the past!. Do you or did you work for?"
X053,"Are the tasks you perform at work mostly manual or mostly cognitive? If you do not work currently, characterize your major work in the past. Use this scale where 1 means “mostly manual tasks” and 10 means “mostly cognitive tasks”"
X054,"Are the tasks you perform at work mostly routine tasks or mostly creative tasks? If you do not work currently, characterize your major work in the past. Use this scale where 1 means “mostly routine tasks” and 10 means “mostly creative tasks” (code one answer):"
X055,"How much independence do you have in performing your tasks at work? If you do not work currently, characterize your major work in the past. Use this scale to indicate your degree of independence where 1 means “no independence at all” and 10 means “complete independence” (code one answer):"
Y001,
Y002,
Y003,
Y010,
Y011,
Y012,
Y013,
Y014,
Y020,
Y021,
Y022,
Y023,
Y024,
Y011A,
Y011B,
Y011C,
Y012A,
Y012B,
Y012C,
Y013A,
Y013B,
Y013C,
Y014A,
Y014B,
Y014C,
Y021A,
Y021B,
Y021C,
Y022A,
Y022B,
Y022C,
Y023A,
Y023B,
Y023C,
Y024A,
Y024B,
Y024C,
S012B,
